Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality
Py6045_R1	Py6045_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22667222.0	2.1 Gbp	0.0	15-99	48.0	92.46786599060115	95.70073192030324	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass	pass
Py6045_R2	Py6045_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22667222.0	2.1 Gbp	0.0	15-100	48.0	92.53090881043111	96.71921137932121	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass	warn
Py86-1_R1	Py86-1_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19619684.0	1.8 Gbp	0.0	15-99	48.0	90.8511624067226	95.71281239799785	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass	pass
Py86-1_R2	Py86-1_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19619684.0	1.8 Gbp	0.0	15-100	48.0	91.06915786445555	96.48580833411995	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass	warn
SV9610_R1	SV9610_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7641464.0	764.1 Mbp	0.0	100.0	51.0	87.16586792439962	100.0	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass	pass
SV9610_R2	SV9610_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7641464.0	764.1 Mbp	0.0	100.0	51.0	88.41524060174328	100.0	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass	pass
SV9623_R1	SV9623_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7358699.0	735.8 Mbp	0.0	100.0	50.0	85.55757995696642	100.0	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass	pass
SV9623_R2	SV9623_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7358699.0	735.8 Mbp	0.0	100.0	50.0	86.84087279246529	100.0	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass	warn
T25_R1	T25_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13229717.0	3.3 Gbp	0.0	250.0	51.0	88.26854823880807	250.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass
T25_R2	T25_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13229717.0	3.3 Gbp	0.0	250.0	51.0	88.85045905246	250.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass
TG0004_R1	TG0004_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7836183.0	1.1 Gbp	0.0	151.0	50.0	80.75565565515842	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
TG0004_R2	TG0004_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7836183.0	1.1 Gbp	0.0	151.0	50.0	82.73680329312471	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	warn
TG0032_R1	TG0032_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11539189.0	1.7 Gbp	0.0	151.0	50.0	77.77220390006782	151.0	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass	pass
TG0032_R2	TG0032_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11539189.0	1.7 Gbp	0.0	151.0	50.0	80.86932689454466	151.0	pass	warn	pass	pass	warn	pass	pass	pass	warn	pass	warn
TN0001_R1	TN0001_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9031422.0	1.3 Gbp	0.0	151.0	50.0	78.40233321624525	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
TN0001_R2	TN0001_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9031422.0	1.3 Gbp	0.0	151.0	50.0	80.84842784428695	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	warn
TN0002_R1	TN0002_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11034274.0	1.6 Gbp	0.0	151.0	50.0	76.55727986117054	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
TN0002_R2	TN0002_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11034274.0	1.6 Gbp	0.0	151.0	50.0	79.52188757199681	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	warn
TN0050_R1	TN0050_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11636071.0	1.7 Gbp	0.0	150.0	51.0	80.39980951543887	150.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
TN0050_R2	TN0050_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11636071.0	1.7 Gbp	0.0	150.0	51.0	82.94543409097056	150.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn
TN0057_R1	TN0057_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11732409.0	1.7 Gbp	0.0	151.0	50.0	77.21453475434434	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
TN0057_R2	TN0057_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11732409.0	1.7 Gbp	0.0	151.0	50.0	80.37989065933441	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	warn
TN0065_R1	TN0065_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14702538.0	2.2 Gbp	0.0	151.0	50.0	75.62500179660518	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
TN0065_R2	TN0065_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14702538.0	2.2 Gbp	0.0	151.0	49.0	79.27505911501497	151.0	pass	warn	pass	pass	warn	pass	pass	pass	pass	pass	warn
TN0090_R1	TN0090_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11611731.0	1.7 Gbp	0.0	151.0	50.0	77.98150559642127	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
TN0090_R2	TN0090_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11611731.0	1.7 Gbp	0.0	151.0	50.0	81.10163928576159	151.0	pass	warn	pass	pass	warn	pass	pass	pass	pass	pass	warn
TR0025_R1	TR0025_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14654436.0	2.1 Gbp	0.0	150.0	51.0	78.36027125233642	150.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
TR0025_R2	TR0025_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14654436.0	2.1 Gbp	0.0	150.0	51.0	80.99443068794515	150.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	warn
US0041_R1	US0041_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7987470.0	1.2 Gbp	0.0	151.0	50.0	78.90876627055509	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
US0041_R2	US0041_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7987470.0	1.2 Gbp	0.0	151.0	50.0	81.34806635382823	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	warn
US0064_R1	US0064_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14805986.0	2.2 Gbp	0.0	150.0	49.0	75.59594566269145	150.0	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass	pass
US0064_R2	US0064_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14805986.0	2.2 Gbp	0.0	150.0	49.0	78.3730847239752	150.0	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass	warn
VT0027_R1	VT0027_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7284224.0	1 Gbp	0.0	151.0	50.0	77.90987448257182	151.0	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass	pass
VT0027_R2	VT0027_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7284224.0	1 Gbp	0.0	151.0	50.0	80.52571222699846	151.0	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass	warn
VT0030_R1	VT0030_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9220111.0	1.3 Gbp	0.0	151.0	50.0	79.06458069318974	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
VT0030_R2	VT0030_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9220111.0	1.3 Gbp	0.0	151.0	50.0	81.36790724753718	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	warn
